review_text,rating,date,upvotes
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-05-14,96
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-07-11,35
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-10-14,100
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-02,74
Banyak bug yang mengganggu pengalaman belanja.,2,2023-04-16,0
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-22,15
Banyak bug yang mengganggu pengalaman belanja.,1,2023-12-06,84
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-24,48
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-23,34
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-27,50
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-09-21,48
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-06-07,66
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-16,59
"Aplikasi sering crash, sangat frustasi!",2,2023-04-28,69
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-24,100
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-09,13
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-01-15,98
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-15,98
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-19,73
"Aplikasi sering crash, sangat frustasi!",2,2023-12-15,12
"UI sangat membingungkan, sulit digunakan.",1,2023-08-17,86
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-09,44
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-05-13,9
"UI sangat membingungkan, sulit digunakan.",2,2023-07-19,49
Banyak bug yang mengganggu pengalaman belanja.,1,2023-07-24,46
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-11-16,4
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-14,76
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-12,95
Banyak promo menarik setiap hari.,5,2023-10-02,17
"Aplikasi sering crash, sangat frustasi!",1,2023-08-20,41
Banyak bug yang mengganggu pengalaman belanja.,1,2023-04-02,97
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-16,9
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-06-15,14
Banyak promo menarik setiap hari.,5,2023-09-12,61
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-01-03,63
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-27,12
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-03-20,18
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-01-21,72
Banyak promo menarik setiap hari.,4,2023-04-22,6
Layanan pelanggan sangat responsif dan membantu.,4,2023-03-25,2
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-04-16,31
Banyak promo menarik setiap hari.,4,2023-05-03,66
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-04-03,6
"Aplikasi sering crash, sangat frustasi!",2,2023-07-06,12
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-07,72
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-04-27,21
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-09,19
Banyak bug yang mengganggu pengalaman belanja.,2,2023-08-12,38
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-09,36
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-03,83
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-28,95
Layanan pelanggan sangat responsif dan membantu.,4,2023-09-26,70
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-07-05,100
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-12-05,73
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-01-16,51
Banyak promo menarik setiap hari.,4,2023-05-09,0
Layanan pelanggan sangat responsif dan membantu.,5,2023-03-03,8
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-13,18
"UI sangat membingungkan, sulit digunakan.",1,2023-04-10,80
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-05-22,99
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-22,62
Banyak promo menarik setiap hari.,4,2023-01-23,35
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-10,5
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-18,92
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-11-25,52
"Aplikasi sering crash, sangat frustasi!",1,2023-03-12,32
Banyak promo menarik setiap hari.,5,2023-08-11,82
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-06,37
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-15,88
"UI sangat membingungkan, sulit digunakan.",1,2023-09-05,48
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-06-22,54
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-07-12,95
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-05-20,43
"UI sangat membingungkan, sulit digunakan.",1,2023-11-25,12
"Aplikasi sering crash, sangat frustasi!",2,2023-04-25,27
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-11-22,70
Banyak promo menarik setiap hari.,4,2023-02-14,70
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-06-19,52
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-26,40
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-02-16,66
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-12-04,35
Aplikasi sangat bagus dan mudah digunakan!,4,2023-08-16,93
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-03,3
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-27,22
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-01-09,79
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-06,20
"Aplikasi sering crash, sangat frustasi!",2,2023-04-27,44
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-06,11
"Aplikasi sering crash, sangat frustasi!",1,2023-08-03,78
Banyak promo menarik setiap hari.,5,2023-10-03,33
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-08,76
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-09-19,63
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-12-18,41
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-16,8
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-04,82
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-11-13,66
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-06-03,49
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-16,23
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-04-17,81
Banyak bug yang mengganggu pengalaman belanja.,1,2023-10-21,26
Banyak promo menarik setiap hari.,5,2023-03-28,31
"Aplikasi sering crash, sangat frustasi!",2,2023-07-26,96
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-08-23,47
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-06,0
Banyak bug yang mengganggu pengalaman belanja.,1,2023-12-10,82
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-08,89
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-07-14,66
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-15,32
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-02-19,42
Banyak promo menarik setiap hari.,5,2023-04-26,94
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-05-15,19
Banyak bug yang mengganggu pengalaman belanja.,2,2023-02-14,64
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-07-12,12
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-02-09,3
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-28,5
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-02-17,72
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-04-22,66
Layanan pelanggan sangat responsif dan membantu.,5,2023-10-10,83
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-06,45
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-20,52
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-20,83
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-14,46
Banyak promo menarik setiap hari.,5,2023-08-05,28
Layanan pelanggan sangat responsif dan membantu.,5,2023-05-04,56
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-07,79
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-08-22,9
Layanan pelanggan sangat responsif dan membantu.,4,2023-05-10,48
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-11,73
Aplikasi sangat bagus dan mudah digunakan!,4,2023-02-18,89
Layanan pelanggan sangat responsif dan membantu.,5,2023-06-13,74
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-11-11,77
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-08-09,80
Banyak promo menarik setiap hari.,5,2023-12-27,89
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-04-09,40
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-10-22,8
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-21,53
"Aplikasi sering crash, sangat frustasi!",1,2023-08-01,16
"UI sangat membingungkan, sulit digunakan.",1,2023-09-05,19
"UI sangat membingungkan, sulit digunakan.",2,2023-09-03,16
Banyak bug yang mengganggu pengalaman belanja.,2,2023-02-09,63
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-06,80
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-20,22
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-11,37
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-06,55
"Aplikasi sering crash, sangat frustasi!",1,2023-03-01,5
"Aplikasi sering crash, sangat frustasi!",1,2023-11-12,4
Banyak bug yang mengganggu pengalaman belanja.,1,2023-06-21,35
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-08-05,33
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-03-24,66
Banyak promo menarik setiap hari.,4,2023-05-01,16
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-03-18,22
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-08-25,93
"Aplikasi sering crash, sangat frustasi!",1,2023-03-11,24
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-03,65
"Aplikasi sering crash, sangat frustasi!",2,2023-03-05,63
"UI sangat membingungkan, sulit digunakan.",2,2023-07-27,77
"UI sangat membingungkan, sulit digunakan.",1,2023-09-09,91
Layanan pelanggan sangat responsif dan membantu.,5,2023-08-24,35
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-14,26
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-07-02,29
Banyak bug yang mengganggu pengalaman belanja.,1,2023-05-01,46
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-04-27,83
"Aplikasi sering crash, sangat frustasi!",2,2023-08-04,20
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-15,100
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-22,64
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-23,68
Banyak promo menarik setiap hari.,4,2023-10-27,2
Aplikasi sangat bagus dan mudah digunakan!,5,2023-02-09,63
"Aplikasi sering crash, sangat frustasi!",1,2023-03-23,9
"UI sangat membingungkan, sulit digunakan.",1,2023-04-10,43
"UI sangat membingungkan, sulit digunakan.",2,2023-08-05,25
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-19,24
Banyak bug yang mengganggu pengalaman belanja.,2,2023-11-13,87
Banyak promo menarik setiap hari.,4,2023-07-01,93
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-10-03,72
Layanan pelanggan sangat responsif dan membantu.,4,2023-10-09,54
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-10-01,71
Banyak promo menarik setiap hari.,4,2023-05-23,56
"Aplikasi sering crash, sangat frustasi!",2,2023-02-09,79
Layanan pelanggan sangat responsif dan membantu.,4,2023-07-02,10
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-11-27,17
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-26,32
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-08-18,40
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-09-15,29
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-08-16,41
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-28,32
"UI sangat membingungkan, sulit digunakan.",2,2023-02-04,67
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-08-15,18
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-07-04,66
"Aplikasi sering crash, sangat frustasi!",2,2023-05-11,25
Layanan pelanggan sangat responsif dan membantu.,4,2023-06-18,79
Banyak bug yang mengganggu pengalaman belanja.,1,2023-10-18,17
"Aplikasi sering crash, sangat frustasi!",1,2023-02-05,80
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-11-15,14
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-03,85
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-11-11,100
"UI sangat membingungkan, sulit digunakan.",2,2023-05-21,11
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-18,27
"UI sangat membingungkan, sulit digunakan.",1,2023-02-27,43
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-01-19,9
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-10-01,57
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-05-02,37
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-02-28,95
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-06-06,54
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-21,100
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-04-07,55
"Aplikasi sering crash, sangat frustasi!",1,2023-01-03,87
"Aplikasi sering crash, sangat frustasi!",2,2023-01-26,78
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-10-24,82
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-09-19,12
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-06-28,47
Layanan pelanggan sangat responsif dan membantu.,4,2023-01-18,64
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-09,74
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-23,1
"UI sangat membingungkan, sulit digunakan.",1,2023-04-18,12
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-19,63
Layanan pelanggan sangat responsif dan membantu.,5,2023-12-09,29
Banyak bug yang mengganggu pengalaman belanja.,2,2023-10-15,36
Banyak bug yang mengganggu pengalaman belanja.,2,2023-01-20,54
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-18,70
"Aplikasi sering crash, sangat frustasi!",2,2023-11-03,41
"Aplikasi sering crash, sangat frustasi!",2,2023-11-21,61
"Aplikasi sering crash, sangat frustasi!",1,2023-12-21,78
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-03-14,69
"UI sangat membingungkan, sulit digunakan.",2,2023-12-01,5
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-04-03,52
Banyak promo menarik setiap hari.,5,2023-03-08,81
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-09-19,77
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-04-12,0
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-02-10,1
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-08-10,49
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-16,13
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-15,95
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-01-16,66
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-09-09,99
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-02,45
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-06,51
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-07-13,78
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-01-14,40
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-06-07,92
Banyak bug yang mengganggu pengalaman belanja.,1,2023-05-02,24
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-06-04,56
Banyak promo menarik setiap hari.,4,2023-12-28,32
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-08-11,56
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-04-24,75
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-09,34
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-26,2
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-05-03,1
Banyak promo menarik setiap hari.,4,2023-06-06,66
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-11-24,72
"Aplikasi sering crash, sangat frustasi!",1,2023-03-06,75
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-01-14,38
"UI sangat membingungkan, sulit digunakan.",1,2023-04-14,86
"UI sangat membingungkan, sulit digunakan.",1,2023-08-16,39
"UI sangat membingungkan, sulit digunakan.",2,2023-06-16,53
Banyak promo menarik setiap hari.,5,2023-05-12,71
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-07,86
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-10-12,66
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-01-01,45
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-10,41
Banyak bug yang mengganggu pengalaman belanja.,2,2023-05-22,61
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-12,9
Layanan pelanggan sangat responsif dan membantu.,4,2023-02-18,45
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-10-06,89
Aplikasi sangat bagus dan mudah digunakan!,4,2023-02-02,3
Banyak promo menarik setiap hari.,5,2023-03-24,12
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-03-25,7
"Aplikasi sering crash, sangat frustasi!",1,2023-02-16,66
Banyak bug yang mengganggu pengalaman belanja.,2,2023-12-11,84
"Aplikasi sering crash, sangat frustasi!",1,2023-05-24,69
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-03-09,9
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-28,23
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-08,10
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-05-05,98
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-15,47
Banyak promo menarik setiap hari.,4,2023-08-05,57
Banyak promo menarik setiap hari.,5,2023-07-01,32
Banyak bug yang mengganggu pengalaman belanja.,2,2023-02-25,47
Aplikasi sangat bagus dan mudah digunakan!,5,2023-05-28,77
Banyak bug yang mengganggu pengalaman belanja.,2,2023-09-25,5
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-12-14,84
"Aplikasi sering crash, sangat frustasi!",2,2023-07-16,100
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-26,88
Aplikasi sangat bagus dan mudah digunakan!,5,2023-03-07,55
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-10-04,89
Layanan pelanggan sangat responsif dan membantu.,5,2023-01-16,35
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-02-25,20
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-07-27,37
"Aplikasi sering crash, sangat frustasi!",1,2023-03-09,83
"Aplikasi sering crash, sangat frustasi!",1,2023-10-20,13
"Aplikasi sering crash, sangat frustasi!",2,2023-11-10,8
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-03-21,22
Aplikasi sangat bagus dan mudah digunakan!,4,2023-02-14,74
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-03-08,14
Banyak promo menarik setiap hari.,4,2023-04-06,22
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-04-16,69
Aplikasi sangat bagus dan mudah digunakan!,5,2023-12-01,89
Aplikasi sangat bagus dan mudah digunakan!,4,2023-07-08,34
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-06,95
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-07,43
Aplikasi sangat bagus dan mudah digunakan!,4,2023-02-02,34
Banyak bug yang mengganggu pengalaman belanja.,1,2023-02-06,28
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-11-27,6
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-08-17,93
Layanan pelanggan sangat responsif dan membantu.,5,2023-09-23,16
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-28,60
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-03-18,22
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-03-20,92
"UI sangat membingungkan, sulit digunakan.",1,2023-10-07,68
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-12-12,79
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-01-16,38
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-12-09,43
Banyak promo menarik setiap hari.,5,2023-05-14,94
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-09-02,32
"UI sangat membingungkan, sulit digunakan.",2,2023-02-24,76
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-08-24,52
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-02-19,15
Layanan pelanggan sangat responsif dan membantu.,4,2023-08-12,83
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-27,15
Layanan pelanggan sangat responsif dan membantu.,4,2023-05-18,60
Banyak promo menarik setiap hari.,5,2023-11-15,9
Layanan pelanggan sangat responsif dan membantu.,4,2023-11-22,83
Layanan pelanggan sangat responsif dan membantu.,5,2023-11-18,77
Layanan pelanggan sangat responsif dan membantu.,4,2023-02-26,45
Banyak bug yang mengganggu pengalaman belanja.,1,2023-11-10,12
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-01-25,66
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-06,19
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-06,53
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-05-24,18
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-04-15,49
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-06-22,40
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-06-18,61
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-10-24,53
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-11-16,71
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-05-25,87
"UI sangat membingungkan, sulit digunakan.",2,2023-09-05,69
Aplikasi sangat bagus dan mudah digunakan!,4,2023-06-18,47
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-08-01,21
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-10-15,6
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-07-17,39
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-02,19
Aplikasi sangat bagus dan mudah digunakan!,4,2023-02-14,9
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-09-03,61
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-02-22,22
"Aplikasi sering crash, sangat frustasi!",1,2023-05-16,52
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-06,28
"UI sangat membingungkan, sulit digunakan.",2,2023-10-01,45
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-11,9
Aplikasi sangat bagus dan mudah digunakan!,4,2023-09-06,99
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-02-06,23
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-09-10,1
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-07-16,27
Aplikasi sangat bagus dan mudah digunakan!,5,2023-06-25,58
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-09-20,62
"Tidak buruk, tapi ada ruang untuk perbaikan.",3,2023-07-22,75
Aplikasi sangat bagus dan mudah digunakan!,5,2023-04-07,6
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-09-19,43
"UI sangat membingungkan, sulit digunakan.",1,2023-11-01,15
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-02-20,57
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-07-13,2
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-03-22,65
"Aplikasi sering crash, sangat frustasi!",1,2023-09-22,12
Layanan pelanggan sangat responsif dan membantu.,4,2023-04-04,12
"UI/UX sangat intuitif, tidak ada masalah.",5,2023-06-12,56
Layanan pelanggan sangat responsif dan membantu.,4,2023-12-27,77
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-11-21,53
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-06-19,9
Banyak promo menarik setiap hari.,5,2023-07-16,3
Aplikasi sangat bagus dan mudah digunakan!,4,2023-03-06,99
Banyak bug yang mengganggu pengalaman belanja.,2,2023-12-24,41
Aplikasi sangat bagus dan mudah digunakan!,4,2023-11-21,36
"UI sangat membingungkan, sulit digunakan.",2,2023-03-28,81
Aplikasi sangat bagus dan mudah digunakan!,4,2023-04-27,52
Layanan pelanggan sangat responsif dan membantu.,5,2023-04-28,83
"Pengalaman standar, tidak istimewa tapi cukup baik.",3,2023-12-20,51
Banyak bug yang mengganggu pengalaman belanja.,1,2023-01-18,53
"Pengalaman belanja terbaik, pengiriman cepat.",4,2023-05-22,4
Aplikasi sangat bagus dan mudah digunakan!,5,2023-10-27,11
Banyak promo menarik setiap hari.,5,2023-04-08,94
"Promo sering tidak berlaku, sangat mengecewakan.",1,2023-06-04,78
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-07-19,82
Banyak promo menarik setiap hari.,5,2023-07-08,63
"Aplikasi sering crash, sangat frustasi!",2,2023-05-28,28
Layanan pelanggan sangat responsif dan membantu.,5,2023-02-21,20
Terkadang ada bug kecil tapi tidak mengganggu.,3,2023-01-19,60
Aplikasi sangat bagus dan mudah digunakan!,4,2023-10-12,99
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-10-13,78
Layanan pelanggan sangat responsif dan membantu.,4,2023-09-09,80
Aplikasi sangat bagus dan mudah digunakan!,5,2023-01-07,33
Banyak promo menarik setiap hari.,4,2023-01-04,87
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,1,2023-07-06,74
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-12-23,28
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-02-10,27
"UI/UX sangat intuitif, tidak ada masalah.",4,2023-03-17,72
"Aplikasi sering crash, sangat frustasi!",2,2023-06-13,90
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-08-27,51
Beberapa fitur kurang jelas cara penggunaannya.,3,2023-03-21,95
"Promo sering tidak berlaku, sangat mengecewakan.",2,2023-10-14,0
Banyak bug yang mengganggu pengalaman belanja.,1,2023-09-22,11
Layanan pelanggan sangat responsif dan membantu.,5,2023-07-28,66
Pengiriman sangat lambat dan tidak sesuai ekspektasi.,2,2023-03-06,33
"Aplikasi cukup baik, tapi bisa ditingkatkan.",3,2023-05-01,94
"Pengalaman belanja terbaik, pengiriman cepat.",5,2023-04-15,63
Banyak promo menarik setiap hari.,5,2023-10-27,96
